"exp","id","sex","age","handedness","threshold","block","condition","instruction","axis","trial","motion_duration","motion","absmotion","iti","response","rt","accuracy","answer"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",25,1,0.525000011920929,0.525000011920929,4.77065152864049,"right",1555,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",26,1,-0.625000011920929,0.625000011920929,4.63473073802588,"left",1556,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",27,1,-0.725000011920929,0.725000011920929,5.09055911601848,"left",1402,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",28,1,-0.625000011920929,0.625000011920929,4.78377153720678,"left",1214,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",29,1,0.67499995,0.67499995,4.78289631587784,"right",3846,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",30,1,-0.725000011920929,0.725000011920929,4.76735950509414,"left",1375,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",31,1,0.725000011920929,0.725000011920929,4.72542730992412,"right",1183,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",32,1,-0.725000011920929,0.725000011920929,5.04625996687429,"right",1842,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",33,1,0.725000011920929,0.725000011920929,5.17340441581887,"right",1195,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",34,1,-0.525000011920929,0.525000011920929,5.02476045761317,"left",1345,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",35,1,-0.625000011920929,0.625000011920929,4.83110868660231,"left",1034,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",36,1,0.575000011920929,0.575000011920929,5.24641263193876,"right",1239,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",37,1,-0.525000011920929,0.525000011920929,4.98248583763122,"left",1566,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",38,1,-0.67499995,0.67499995,5.01803243557671,"right",1479,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",39,1,-0.625000011920929,0.625000011920929,4.90193382344455,"left",1573,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",40,1,0.725000011920929,0.725000011920929,5.49191162101542,"right",1296,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",41,1,-0.725000011920929,0.725000011920929,5.35979862126955,"left",1430,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",42,1,-0.725000011920929,0.725000011920929,4.96170250616191,"left",3816,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",43,1,0.625000011920929,0.625000011920929,5.11830237338914,"right",1375,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",44,1,0.67499995,0.67499995,4.95902149731919,"right",1228,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",45,1,-0.575000011920929,0.575000011920929,5.05788572005072,"left",1401,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",46,1,-0.67499995,0.67499995,4.68328974924292,"left",1343,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",47,1,0.525000011920929,0.525000011920929,5.02002596138758,"right",1280,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",48,1,0.625000011920929,0.625000011920929,4.71409122473942,"right",2645,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",49,1,-0.67499995,0.67499995,5.41687484666805,"left",1230,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",50,1,-0.525000011920929,0.525000011920929,5.47338928232342,"left",1579,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",51,1,-0.725000011920929,0.725000011920929,5.04291042300698,"left",1097,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",52,1,-0.575000011920929,0.575000011920929,4.98534634222553,"right",2802,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",53,1,0.625000011920929,0.625000011920929,4.96239085044821,"right",1572,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",54,1,0.575000011920929,0.575000011920929,4.69235470223798,"right",3608,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",55,1,-0.575000011920929,0.575000011920929,4.97956549064727,"left",2297,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",56,1,0.525000011920929,0.525000011920929,4.90092411928171,"right",1327,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",57,1,-0.67499995,0.67499995,5.35058629948778,"left",1645,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",58,1,-0.625000011920929,0.625000011920929,5.28483608917461,"left",1344,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",59,1,0.67499995,0.67499995,5.03254920455734,"right",1074,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",60,1,0.575000011920929,0.575000011920929,5.35668475578557,"right",1232,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",61,1,0.575000011920929,0.575000011920929,4.65624299494862,"left",3733,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",62,1,-0.525000011920929,0.525000011920929,4.82583231738821,"left",2152,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",63,1,0.67499995,0.67499995,5.24082027441331,"right",1028,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",64,1,0.575000011920929,0.575000011920929,5.1976727003848,"left",2423,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",65,1,0.725000011920929,0.725000011920929,5.2617723693965,"right",1164,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",66,1,0.725000011920929,0.725000011920929,5.39198145382069,"right",1053,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",67,1,-0.525000011920929,0.525000011920929,5.31536278011214,"right",3450,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",68,1,0.575000011920929,0.575000011920929,4.8743630204372,"right",1081,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",69,1,-0.625000011920929,0.625000011920929,5.02954053916939,"left",2383,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",70,1,0.625000011920929,0.625000011920929,4.49906543151296,"right",1090,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",71,1,0.67499995,0.67499995,4.77224588223889,"right",1604,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",72,1,-0.575000011920929,0.575000011920929,4.93731813652229,"left",1245,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",73,1,0.67499995,0.67499995,5.13823800597669,"left",3697,0,"MISS"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",74,1,0.725000011920929,0.725000011920929,5.11287588846836,"right",1443,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",75,1,-0.67499995,0.67499995,4.15381388578438,"left",1267,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",76,1,0.575000011920929,0.575000011920929,5.15806067614218,"right",1451,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",77,1,0.725000011920929,0.725000011920929,5.1431283354328,"right",1083,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",78,1,-0.525000011920929,0.525000011920929,5.11743736738795,"left",1172,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",79,1,-0.525000011920929,0.525000011920929,4.33452185821575,"right",3123,0,"FA"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",80,1,-0.67499995,0.67499995,4.68393964315472,"left",1278,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",81,1,0.575000011920929,0.575000011920929,4.66542817954457,"right",1501,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",82,1,-0.725000011920929,0.725000011920929,5.21731655972264,"left",1254,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",83,1,0.67499995,0.67499995,4.79800673226642,"right",1272,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",84,1,-0.67499995,0.67499995,4.89696651995564,"left",3110,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",85,1,-0.625000011920929,0.625000011920929,4.72914632934283,"left",2303,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",86,1,0.625000011920929,0.625000011920929,4.51956986378069,"right",3463,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",87,1,0.525000011920929,0.525000011920929,4.80689226286052,"right",4422,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",88,1,0.625000011920929,0.625000011920929,5.35960670189309,"right",1651,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",89,1,0.625000011920929,0.625000011920929,5.51200489644992,"right",1317,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",90,1,0.625000011920929,0.625000011920929,5.0375936428301,"right",1230,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",91,1,0.725000011920929,0.725000011920929,4.63836174378597,"right",1574,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",92,1,0.525000011920929,0.525000011920929,5.3823917336223,"right",4462,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",93,1,-0.67499995,0.67499995,4.97627444560013,"left",1215,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",94,1,-0.575000011920929,0.575000011920929,4.60217338652614,"left",1370,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",95,1,-0.525000011920929,0.525000011920929,5.46622969706621,"left",1454,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",96,1,-0.625000011920929,0.625000011920929,5.18252489667833,"left",1840,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",97,1,-0.67499995,0.67499995,4.67748302614562,"left",1435,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",98,1,-0.575000011920929,0.575000011920929,5.01264788318804,"left",1393,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",99,1,0.525000011920929,0.525000011920929,5.0421759398604,"right",1204,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","right","yaw",100,1,0.625000011920929,0.625000011920929,4.65279058956008,"right",1606,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",1,1,0.67499995,0.67499995,4.70853199815563,"right",2055,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",2,1,-0.67499995,0.67499995,5.0388438664513,"left",1756,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",3,1,-0.525000011920929,0.525000011920929,5.48007371199207,"left",1748,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",4,1,-0.725000011920929,0.725000011920929,5.45091399691303,"left",1450,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",5,1,0.625000011920929,0.625000011920929,4.60795529245107,"right",1457,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",6,1,0.525000011920929,0.525000011920929,5.68758625203363,"right",1507,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",7,1,-0.525000011920929,0.525000011920929,5.00967902186235,"left",1680,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",8,1,0.725000011920929,0.725000011920929,5.07415409144029,"right",1381,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",9,1,-0.625000011920929,0.625000011920929,4.89321367251629,"left",1409,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",10,1,-0.525000011920929,0.525000011920929,4.4522974182135,"left",3330,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",11,1,-0.525000011920929,0.525000011920929,4.88860081072501,"left",2036,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",12,1,0.725000011920929,0.725000011920929,5.04446074116328,"right",1343,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",13,1,0.575000011920929,0.575000011920929,4.747294825139,"right",1230,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",14,1,0.625000011920929,0.625000011920929,5.04081823010565,"right",1339,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",15,1,-0.625000011920929,0.625000011920929,5.18168583023498,"left",3906,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",16,1,-0.625000011920929,0.625000011920929,4.59632113835049,"left",1417,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",17,1,0.725000011920929,0.725000011920929,5.22887363117081,"right",1119,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",18,1,0.575000011920929,0.575000011920929,5.43288464352034,"right",1190,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",19,1,-0.67499995,0.67499995,5.29326109766194,"left",3637,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",20,1,-0.575000011920929,0.575000011920929,5.17268308822446,"left",1391,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",21,1,-0.525000011920929,0.525000011920929,4.77506461856158,"left",2600,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",22,1,0.67499995,0.67499995,5.12697295919812,"right",1453,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",23,1,-0.625000011920929,0.625000011920929,4.98488443595451,"left",1454,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",24,1,0.575000011920929,0.575000011920929,5.09626170762304,"right",1518,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",25,1,0.725000011920929,0.725000011920929,4.92111134235188,"right",1147,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",26,1,0.725000011920929,0.725000011920929,4.41641501677325,"right",1543,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",27,1,0.575000011920929,0.575000011920929,4.95704704387847,"right",2320,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",28,1,0.525000011920929,0.525000011920929,5.28397522647399,"right",1473,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",29,1,0.725000011920929,0.725000011920929,5.74205187143161,"right",1342,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",30,1,-0.525000011920929,0.525000011920929,4.94128831848632,"left",3708,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",31,1,0.725000011920929,0.725000011920929,5.36087397469203,"right",1402,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",32,1,-0.625000011920929,0.625000011920929,4.6874602395228,"left",1388,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",33,1,-0.725000011920929,0.725000011920929,4.91260979751972,"left",1781,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",34,1,-0.575000011920929,0.575000011920929,5.06607899855581,"left",1931,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",35,1,-0.575000011920929,0.575000011920929,5.58423525753706,"left",1635,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",36,1,-0.525000011920929,0.525000011920929,5.22532454316478,"left",3318,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",37,1,-0.725000011920929,0.725000011920929,4.9614957030684,"left",2807,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",38,1,0.625000011920929,0.625000011920929,5.18037734821367,"right",1561,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",39,1,0.525000011920929,0.525000011920929,4.95130275325526,"right",1290,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",40,1,0.67499995,0.67499995,5.0592857793534,"right",1144,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",41,1,0.625000011920929,0.625000011920929,4.55649793203585,"right",1171,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",42,1,0.525000011920929,0.525000011920929,4.435036902736,"right",1497,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",43,1,0.725000011920929,0.725000011920929,4.8270722432146,"right",2168,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",44,1,-0.67499995,0.67499995,4.77158109672378,"left",1199,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",45,1,-0.67499995,0.67499995,5.45650535541583,"left",2607,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",46,1,0.67499995,0.67499995,4.96359160484766,"right",1170,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",47,1,-0.67499995,0.67499995,4.7728403980038,"left",1539,1,"CR"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",48,1,0.575000011920929,0.575000011920929,5.11487832164058,"right",1583,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",49,1,0.625000011920929,0.625000011920929,4.96384619654962,"right",1311,1,"HIT"
"/home/kwm/julia/Experimente/2021-Imagery/LogFiles/Imagery","7005","w","23","right100.0","Threshold: 0.675",1,"probability","left","yaw",50,1,-0.575000011920929,0.575000011920929,4.96021832928311,"left",1313,1,"CR"
